ts,equity,buy_hold
1688688000000,9280.71093533951,8642.417921474045
1688774400000,9280.71093533951,8767.029528713903
1688860800000,9280.71093533951,8570.062794689613
1688947200000,9280.71093533951,8562.023336158009
1689033600000,9280.71093533951,8871.542489624753
1689120000000,9280.71093533951,8819.28600916933
1689206400000,9280.71093533951,10455.315820350696
1689292800000,9280.71093533951,10720.617951893619
1689379200000,9280.71093533951,11038.176563891968
1689465600000,9280.71093533951,11022.09764682876
1689552000000,9280.71093533951,10772.874432349045
1689638400000,9280.71093533951,10266.388544858006
1689724800000,9280.71093533951,10575.90769832475
1689811200000,9280.71093533951,10202.072876605176
1689897600000,9280.71093533951,10250.309627794799
1689984000000,9280.71093533951,9856.376159746214
1690070400000,9280.71093533951,9952.84966212546
1690156800000,9280.71093533951,9394.107294178999
1690243200000,9280.71093533951,9353.910001520979
1690329600000,9280.71093533951,10117.658562023338
1690416000000,9280.71093533951,10089.520457162724
1690502400000,9280.71093533951,9976.968037720271
1690588800000,9280.71093533951,10117.658562023338
1690675200000,9280.71093533951,9747.843469569563
1690761600000,9280.71093533951,9538.817547747865
1690848000000,9280.71093533951,9667.448884253527
1690934400000,9280.71093533951,9305.673250331356
1691020800000,9280.71093533951,9104.686787041263
1691107200000,9280.71093533951,9164.982726028291
1691193600000,9280.71093533951,9104.686787041263
1691280000000,9280.71093533951,9325.771896660366
1691366400000,9280.71093533951,9293.614062533952
1691452800000,9280.71093533951,9735.784281772158
1691539200000,9280.71093533951,9800.099950024987
1691625600000,9280.71093533951,9896.573452404233
1691712000000,9280.71093533951,9896.573452404233
1691798400000,9280.71093533951,10013.145601112488
1691884800000,9280.71093533951,9739.80401103796
1691971200000,9280.71093533951,10121.678291289138
1692057600000,9280.71093533951,9607.152945266496
1692144000000,9280.71093533951,9173.022184559895
1692230400000,9277.229508649893,8706.733589726877
1692316800000,9242.914451866955,8578.102253221216
1692403200000,9303.552373187322,8803.20709210612
1692489600000,9289.475712880809,8750.950611650696
1692576000000,9227.754971536862,8521.826043499988
1692662400000,9161.702950098605,8276.622558286075
1692748800000,9286.227252810075,8738.89142385329
1692835200000,9212.595491206772,8465.549833778763
1692921600000,9139.979437524804,8208.287160767444
1693008000000,9139.979437524804,8156.030680312018
1693094400000,9139.979437524804,8357.017143602112
1693180800000,9139.979437524804,8264.563370488668
1693267200000,9139.979437524804,8758.9900701823
1693353600000,9139.979437524804,8369.076331399518
1693440000000,9139.979437524804,7934.945570692914
1693526400000,9139.979437524804,7770.136670795037
1693612800000,9139.979437524804,7838.472068313669
1693699200000,9139.979437524804,7866.610173174283
1693785600000,9139.979437524804,7846.511526845273
1693872000000,9139.979437524804,8143.971492514614
1693958400000,9139.979437524804,7894.748278034896
1694044800000,9139.979437524804,8007.30069747735
1694131200000,9139.979437524804,7882.68909023749
1694217600000,9139.979437524804,7814.353692718859
1694304000000,9136.550802738302,7331.9861808226315
1694390400000,9071.336381972638,7122.9602590009345
1694476800000,9096.932906818663,7203.354844316973
1694563200000,9158.364566449123,7396.301849075462
1694649600000,9215.95674735268,7577.189666036548
1694736000000,9253.071708379419,7693.761814744802
1694822400000,9250.512055894815,7685.7223562131985
1694908800000,9210.837442383476,7561.1107489733395
1694995200000,9317.063020494481,7894.748278034896
1695081600000,9366.976243944231,8051.517719401169
1695168000000,9400.251726244063,8156.030680312018
1695254400000,9294.026148133058,7822.393151250462
1695340800000,9290.186669406154,7810.333963453057
1695427200000,9297.865626859963,7834.452339047867
1695513600000,9281.227885710046,7782.195858592443
1695600000000,9285.067364436949,7794.255046389849
1695686400000,9238.993619714103,7649.5447928209815
1695772800000,9253.071708379419,7693.761814744802
1695859200000,9358.017460248122,8023.379614540557
1695945600000,9398.971900001761,8152.010951046217
1696032000000,9534.371844887244,8590.161441018621
1696118400000,9534.371844887244,9595.093757469092
1696204800000,9534.371844887244,9394.107294178999
1696291200000,9534.371844887244,9486.561067292441
1696377600000,9534.371844887244,9297.633791799752
1696464000000,9534.371844887244,9124.78543337027
1696550400000,9534.371844887244,9410.186211242206
1696636800000,9534.371844887244,9365.969189318384
1696723200000,9534.371844887244,9333.811355191969
1696809600000,9534.371844887244,8883.601677422159
1696896000000,9534.371844887244,8887.62140668796
1696982400000,9534.371844887244,8847.424114029942
1697068800000,9534.371844887244,8553.983877626406
1697155200000,9534.371844887244,8779.088716511309
1697241600000,9534.371844887244,8843.40438476414
1697328000000,9534.371844887244,8815.266279903526
1697414400000,9534.371844887244,9627.251591595506
1697500800000,9534.371844887244,9619.212133063904
1697587200000,9534.371844887244,9414.205940508007
1697673600000,9534.371844887244,10021.18505964409
1697760000000,9534.371844887244,10865.328205462487
1697846400000,9534.371844887244,11785.846207331118
1697932800000,9534.371844887244,11677.313517154467
1698019200000,9534.371844887244,12814.8968993764
1698105600000,9534.371844887244,12127.523194924279
1698192000000,9534.371844887244,13040.001738261304
1698278400000,9534.371844887244,13172.652804032768
1698364800000,9534.371844887244,12754.60096038937
1698451200000,9534.371844887244,12714.403667731352
1698537600000,9534.371844887244,13196.771179627578
1698624000000,9534.371844887244,14044.934054711774
1698710400000,9534.371844887244,15435.760380679225
1698796800000,9534.371844887244,16541.185928774743
1698883200000,9534.371844887244,16171.37083632097
1698969600000,9534.371844887244,15857.831953588426
1699056000000,9534.371844887244,17047.671816265778
1699142400000,9534.371844887244,16541.185928774743
1699228800000,9534.371844887244,16947.17858462073
1699315200000,9534.371844887244,17256.697738087478
1699401600000,9534.371844887244,17337.092323403518
1699488000000,9534.371844887244,18205.353844816724
1699574400000,9534.371844887244,22779.805749299267
1699660800000,9534.371844887244,22647.154683527802
1699747200000,9534.371844887244,22623.03630793299
1699833600000,9534.371844887244,20741.80301153771
1699920000000,9534.371844887244,22836.081959020492
1700006400000,9534.371844887244,26301.088586141715
1700092800000,9534.371844887244,23234.035156334878
1700179200000,9534.371844887244,23519.43593420681
1700265600000,9534.371844887244,23539.534580535823
1700352000000,9534.371844887244,24560.5458140495
1700438400000,9534.371844887244,22739.608456641246
1700524800000,9534.371844887244,20761.901657866718
1700611200000,9534.371844887244,23137.561653955632
1700697600000,9534.371844887244,22715.490081046435
1700784000000,9534.371844887244,22856.1806053495
1700870400000,9534.371844887244,23644.04754144667
1700956800000,9534.371844887244,23141.581383221433
1701043200000,9534.371844887244,22132.62933750516
1701129600000,9534.371844887244,23386.78486843535
1701216000000,9534.371844887244,23841.014275470963
1701302400000,9534.371844887244,23836.99454620516
1701388800000,9534.371844887244,24017.882363166245
1701475200000,9534.371844887244,25589.59650609478
1701561600000,9534.371844887244,25316.25491602025
1701648000000,9534.371844887244,24777.6111944028
1701734400000,9534.371844887244,24532.407709188887
1701820800000,9534.371844887244,24862.02550898464
1701907200000,9534.371844887244,27229.646046541944
1701993600000,9534.371844887244,30123.8511179193
1702080000000,9534.371844887244,29062.642591747604
1702166400000,9534.371844887244,30095.713013058692
1702252800000,9534.371844887244,28238.59809225822
1702339200000,9534.371844887244,27575.342763400906
1702425600000,9534.371844887244,28387.32807509289
1702512000000,9534.371844887244,30421.311083588644
1702598400000,9534.371844887244,29147.056906329446
1702684800000,9534.371844887244,29633.44414749147
1702771200000,9534.371844887244,28487.82130673794
1702857600000,9534.371844887244,29914.825196097605
1702944000000,9534.371844887244,29344.02364035374
1703030400000,9534.371844887244,33046.19429415727
1703116800000,9534.371844887244,37721.139430284864
1703203200000,9534.371844887244,39353.14951220043
1703289600000,9534.371844887244,43364.8393194707
1703376000000,9534.371844887244,45201.855593942164
1703462400000,9534.371844887244,48602.54655281055
1703548800000,9534.371844887244,45217.93451100537
1703635200000,9534.371844887244,42974.925580687915
1703721600000,9534.371844887244,40920.843925863155
1703808000000,9534.371844887244,42677.465615018584
1703894400000,9534.371844887244,40961.041218521175
1703980800000,9534.371844887244,40888.686091736745
1704067200000,9534.371844887244,44180.844360428484
1704153600000,9534.371844887244,42902.570453903485
1704240000000,9534.371844887244,39602.372726680136
1704326400000,9534.371844887244,42170.97972752754
1704412800000,9534.371844887244,40173.17428242401
1704499200000,9534.371844887244,37693.001325424244
1704585600000,9534.371844887244,35952.45855333203
1704672000000,9534.371844887244,39345.11005366882
1704758400000,9534.371844887244,39940.029985007495
1704844800000,9534.371844887244,41001.238511179195
1704931200000,9534.371844887244,40157.0953653608
1705017600000,9534.371844887244,37029.74599656694
1705104000000,9534.371844887244,38529.105012711036
1705190400000,9534.371844887244,37709.08024248746
1705276800000,9534.371844887244,37930.16535210656
1705363200000,9534.371844887244,39236.57736349217
1705449600000,9534.371844887244,41041.43580383721
1705536000000,9534.371844887244,37946.244269169765
1705622400000,9534.371844887244,37632.70538643722
1705708800000,9534.371844887244,37335.245420767875
1705795200000,9534.371844887244,36615.713882189346
1705881600000,9530.795263648932,33701.41016448298
1705968000000,9545.294696022775,33906.41635703887
1706054400000,9670.956443262761,35683.1366925233
1706140800000,9618.076160487564,34935.46704908415
1706227200000,9770.74665430628,37094.06166481977
1706313600000,9827.607173419396,37898.00751798014
1706400000000,9875.938614665543,38581.36149316646
1706486400000,10037.991094137924,40872.60717467354
1706572800000,10030.030621462087,40760.05475523108
1706659200000,9903.80026903097,38975.29496121504
1706745600000,9927.965989654045,39316.971948808205
1706832000000,10006.71780862571,40430.436955435325
1706918400000,9932.230528587528,39377.267887795235
1707004800000,9862.007787482831,38384.39475914217
1707091200000,9866.840931607445,38452.7301566608
1707177600000,9901.525848266447,38943.13712708863
1707264000000,10022.638753977382,40655.541794320234
1707350400000,10068.695774459007,41306.73793538014
1707436800000,10187.534259405418,42986.98476848532
1707523200000,10246.384896687494,43819.06872650632
1707609600000,10202.317994374827,43196.01069030702
1707696000000,10321.15647932124,44876.25752341221
1707782400000,10345.03789734875,45213.91478173957
1707868800000,10467.703194310927,47018.77322208461
1707955200000,10467.703194310927,45623.92716685136
1708041600000,10467.703194310927,44349.67298959216
1708128000000,10467.703194310927,43782.891163114095
1708214400000,10467.703194310927,45117.44127936032
1708300800000,10467.703194310927,44832.04050148839
1708387200000,10467.703194310927,43537.68767790018
1708473600000,10467.703194310927,42219.216478717164
1708560000000,10467.703194310927,40904.76500879995
1708646400000,10467.703194310927,40157.0953653608
1708732800000,10467.703194310927,41809.204093605375
1708819200000,10467.703194310927,41592.13871325207
1708905600000,10467.703194310927,44176.824631162686
1708992000000,10467.703194310927,43557.78632422919
1709078400000,10467.703194310927,47846.8374508398
1709164800000,10467.703194310927,50519.95741259805
1709251200000,10467.703194310927,52027.35588727376
1709337600000,10467.703194310927,52264.51991395607
1709424000000,10467.703194310927,52320.79612367729
1709510400000,10467.703194310927,53570.93192534168
1709596800000,10467.703194310927,50371.227429763385
1709683200000,10467.703194310927,52574.03906742281
1709769600000,10467.703194310927,57811.746300762665
1709856000000,10467.703194310927,58201.660039545444
1709942400000,10467.703194310927,58000.67357625535
1710028800000,10467.703194310927,58040.870868913364
1710115200000,10467.703194310927,59825.63066292941
1710201600000,10467.703194310927,60718.01055993743
1710288000000,10467.703194310927,65883.36266649285
1710374400000,10467.703194310927,71008.51748039025
1710460800000,10467.703194310927,73942.91984442562
1710547200000,10467.703194310927,73179.17128392326
1710633600000,10467.703194310927,81142.25495947679
1710720000000,10467.703194310927,78754.53577559047
1710806400000,10467.703194310927,68263.04239184756
1710892800000,10467.703194310927,77086.3481302827
1710979200000,10467.703194310927,72138.06140408058
1711065600000,10467.703194310927,70429.67646611478
1711152000000,10467.703194310927,69400.62577406949
1711238400000,10467.703194310927,73914.781739565
1711324800000,10467.703194310927,75968.86339438977
1711411200000,10467.703194310927,76559.76359646264
1711497600000,10467.703194310927,74899.61540968646
1711584000000,10467.703194310927,76226.12606740108
1711670400000,10467.703194310927,77182.82163266193
1711756800000,10467.703194310927,78063.14234187255
1711843200000,10467.703194310927,81379.4189861591
1711929600000,10467.703194310927,77275.27540577538
1712016000000,10467.703194310927,72970.14536210157
1712102400000,10467.703194310927,74385.09006366383
1712188800000,10467.703194310927,73963.01849075462
1712275200000,10467.703194310927,70092.01920778741
1712361600000,10467.703194310927,71824.52252134803
1712448000000,10467.703194310927,72162.17977967538
1712534400000,10467.703194310927,72628.4683745084
1712620800000,10467.703194310927,69308.17200095604
1712707200000,10467.703194310927,69665.92790561242
1712793600000,10467.703194310927,69288.07335462703
1712880000000,10463.776497150162,61566.17343502162
1712966400000,10209.232181589685,55661.19114355866
1713052800000,10209.232181589685,60798.40514525346
1713139200000,10205.402443367566,55677.270060621864
1713225600000,10163.20487334403,54756.752058753234
1713312000000,10082.495110591588,52996.110640332015
1713398400000,10271.002159212017,57108.293679247334
1713484800000,10278.925720395477,57281.142037676815
1713571200000,10439.608170441432,60786.345957456055
1713657600000,10395.015105176386,59813.571475132005
1713744000000,10545.19422993264,63089.65082676053
1713830400000,10504.655079691689,62205.310388284124
1713916800000,10376.219680973762,59403.55909002021
1714003200000,10322.044634742671,58221.75868587446
1714089600000,10218.669801628243,55966.6905677596
1714176000000,10256.997725492416,56802.79425504639
1714262400000,10195.820462401523,55468.24413880017
1714348800000,10191.766547377429,55379.81009495253
1714435200000,9985.567999563562,50958.10790257045
1714521600000,9985.567999563562,54121.63483475653
1714608000000,9985.567999563562,55303.4352389023
1714694400000,9985.567999563562,57759.48982030724
1714780800000,9985.567999563562,58708.14592703649
1714867200000,9985.567999563562,58579.51459053082
1714953600000,9985.567999563562,61429.502639984355
1715040000000,9985.567999563562,59504.05232166526
1715126400000,9985.567999563562,57152.51070117116
1715212800000,9985.567999563562,61329.00940833931
1715299200000,9985.567999563562,58692.067009973274
1715385600000,9985.567999563562,58454.90298329096
1715472000000,9985.567999563562,57654.976859396396
1715558400000,9985.567999563562,59307.08558764096
1715644800000,9985.567999563562,57092.21476218413
1715731200000,9985.567999563562,63720.74832149143
1715817600000,9985.567999563562,64062.425309084596
1715904000000,9985.567999563562,68110.29267974709
1715990400000,9985.567999563562,69300.13254242444
1716076800000,9985.567999563562,68307.25941377137
1716163200000,9985.567999563562,75048.34539252114
1716249600000,9985.567999563562,71611.47687026052
1716336000000,9985.567999563562,71129.1093583643
1716422400000,9985.567999563562,70811.55074636595
1716508800000,9985.567999563562,67410.85978749755
1716595200000,9985.567999563562,67672.14218977468
1716681600000,9985.567999563562,65686.39593246856
1716768000000,9985.567999563562,68395.69345761903
1716854400000,9985.567999563562,67804.79325554614
1716940800000,9985.567999563562,67660.08300197727
1717027200000,9985.567999563562,67081.2419877018
1717113600000,9985.567999563562,66586.81528800818
1717200000000,9985.567999563562,66783.78202203246
1717286400000,9985.567999563562,65581.8829715577
1717372800000,9985.567999563562,66281.31586380722
1717459200000,9985.567999563562,69050.90932794473
1717545600000,9985.567999563562,69758.38167872585
1717632000000,9985.567999563562,68395.69345761903
1717718400000,9985.567999563562,65320.60056928058
1717804800000,9985.567999563562,63443.3870021511
1717891200000,9985.567999563562,65167.850857180114
1717977600000,9985.567999563562,63933.79397257893
1718064000000,9981.822163367728,60018.577667687896
1718150400000,10080.634545119487,62394.23766377681
1718236800000,9948.012124002285,59206.59235599591
1718323200000,9876.338577730941,57502.227147295926
1718409600000,9918.971844523005,58495.100275948986
1718496000000,10018.73714090281,60818.50379158248
1718582400000,9880.135872748859,57590.66119114357
1718668800000,9775.433293774067,55235.09984138366
1718755200000,9775.433293774067,54515.56830280512
1718841600000,9775.433293774067,53683.484344784134
1718928000000,9775.433293774067,54105.55591769333
1719014400000,9775.433293774067,53739.76055450536
1719100800000,9775.433293774067,51729.89592160442
1719187200000,9775.433293774067,53193.07737435631
1719273600000,9775.433293774067,54901.46231232211
1719360000000,9775.433293774067,54993.91608543554
1719446400000,9775.433293774067,60179.36683831998
1719532800000,9775.433293774067,56288.268909023755
1719619200000,9775.433293774067,56388.7621406688
1719705600000,9775.433293774067,58933.250765921395
1719792000000,9775.433293774067,58957.369141516196
1719878400000,9775.433293774067,61915.88988114639
1719964800000,9775.433293774067,56613.866979553706
1720051200000,9775.433293774067,51396.25839254286
1720137600000,9775.433293774067,53993.00349825087
1720224000000,9775.433293774067,57502.227147295926
1720310400000,9775.433293774067,52915.71605501597
1720396800000,9775.433293774067,56199.83486517611
1720483200000,9775.433293774067,56847.01127697021
1720569600000,9775.433293774067,57072.11611585511
1720656000000,9775.433293774067,54559.78532472894
1720742400000,9775.433293774067,56059.14434087305
1720828800000,9775.433293774067,57039.95828172871
1720915200000,9775.433293774067,59355.322338830585
1721001600000,9775.433293774067,64066.44503835039
1721088000000,9775.433293774067,64564.891467309826
1721174400000,9775.433293774067,62506.79008321926
1721260800000,9775.433293774067,64002.129370097566
1721347200000,9775.433293774067,67985.68107250723
1721433600000,9775.433293774067,69782.50005432067
1721520000000,9775.433293774067,74159.98522477892
1721606400000,9775.433293774067,71912.95656519567
1721692800000,9775.433293774067,69553.37548616996
1721779200000,9775.433293774067,71575.29930686831
1721865600000,9775.433293774067,69079.04743280534
1721952000000,9775.433293774067,73585.16393976925
1722038400000,9775.433293774067,73930.86065662821
1722124800000,9775.433293774067,74324.7941246768
1722211200000,9775.433293774067,73388.19720574496
1722297600000,9775.433293774067,72017.46952610652
1722384000000,9775.433293774067,69022.77122308411
1722470400000,9775.433293774067,67278.2087217261
1722556800000,9775.433293774067,61409.40399365535
1722643200000,9771.76628435974,57289.181496208425
1722729600000,9699.838878355902,55604.91493383743
1722816000000,9546.54249354161,52168.046411576826
1722902400000,9546.54249354161,58044.890598179176
1722988800000,9546.54249354161,58193.62058101385
1723075200000,9546.54249354161,65573.84351302609
1723161600000,9546.54249354161,62820.32896595181
1723248000000,9546.54249354161,61907.85042261478
1723334400000,9546.54249354161,56907.30721595724
1723420800000,9546.54249354161,58804.619429415725
1723507200000,9546.54249354161,58949.3296829846
1723593600000,9546.54249354161,57767.52927883885
1723680000000,9546.54249354161,57313.29987180324
1723766400000,9546.54249354161,55890.315711709365
1723852800000,9546.54249354161,57052.01746952611
1723939200000,9546.54249354161,57248.9842035504
1724025600000,9546.54249354161,58000.67357625535
1724112000000,9546.54249354161,57188.688264563374
1724198400000,9546.54249354161,57397.71418638507
1724284800000,9546.54249354161,57570.56254481455
1724371200000,9546.54249354161,61606.37072767964
1724457600000,9546.54249354161,64584.99011363883
1724544000000,9546.54249354161,63881.537492123505
1724630400000,9546.54249354161,63157.98622427917
1724716800000,9546.54249354161,59005.60589270582
1724803200000,9546.54249354161,57864.002781218085
1724889600000,9546.54249354161,56276.20972122635
1724976000000,9546.54249354161,55468.24413880017
1725062400000,9546.54249354161,54407.03561262847
1725148800000,9542.961346788721,51653.52106555418
1725235200000,9662.571723556051,54242.22671273059
1725321600000,9525.131228512846,51267.62705603721
1725408000000,9638.426771724138,53719.66190817634
1725494400000,9559.862813071062,52019.31642874215
1725580800000,9478.884359234795,50266.71446885253
1725667200000,9528.288645290866,51335.96245355583
1725753600000,9573.606862575383,52316.77639441149
1725840000000,9665.171949137952,54298.50292245182
1725926400000,9675.387121066837,54519.58803207092
1726012800000,9615.767663081879,53229.25493774851
1726099200000,9683.187797812534,54688.41666123461
1726185600000,9738.349726228524,55882.27625317776
1726272000000,9703.4324112716,55126.567151207004
1726358400000,9596.265971217641,52807.18336483932
1726444800000,9598.12327520471,52847.38065749734
1726531200000,9599.42338799566,52875.51876235795
1726617600000,9651.42789963363,54001.04295678248
1726704000000,9806.247864978292,57437.91147904308
1726790400000,9806.247864978292,58953.3494122504
1726876800000,9806.247864978292,60058.774960345916
1726963200000,9806.247864978292,58137.34437129262
1727049600000,9806.247864978292,58201.660039545444
1727136000000,9806.247864978292,61393.32507659214
1727222400000,9806.247864978292,59483.95367533624
1727308800000,9806.247864978292,62526.88872954828
1727395200000,9806.247864978292,63367.01214610086
1727481600000,9806.247864978292,63009.2562414445
1727568000000,9806.247864978292,63696.629945896624
1727654400000,9806.247864978292,61296.8515742129
1727740800000,9806.247864978292,58338.33083458271
1727827200000,9806.247864978292,56348.564848010785
1727913600000,9806.247864978292,54997.93581470135
1728000000000,9806.247864978292,57578.60200334616
1728086400000,9806.247864978292,57317.31960106904
1728172800000,9806.247864978292,58880.99428546596
1728259200000,9806.247864978292,57868.0225104839
1728345600000,9806.247864978292,57679.095234991204
1728432000000,9806.247864978292,56006.88786041763
1728518400000,9806.247864978292,55886.29598244357
1728604800000,9806.247864978292,58499.12000521479
1728691200000,9806.247864978292,58848.83645133955
1728777600000,9806.247864978292,59387.48017295701
1728864000000,9806.247864978292,63346.91349977186
1728950400000,9806.247864978292,62209.33011754992
1729036800000,9806.247864978292,62016.38311279143
1729123200000,9806.247864978292,60496.925450318326
1729209600000,9806.247864978292,62281.68524433436
1729296000000,9806.247864978292,64231.253938248265
1729382400000,9806.247864978292,67290.2679095235
1729468800000,9806.247864978292,66795.84120982987
1729555200000,9806.247864978292,67366.64276557374
1729641600000,9806.247864978292,68677.07450622515
1729728000000,9806.247864978292,71225.58286074354
1729814400000,9806.247864978292,66285.33559307303
1729900800000,9806.247864978292,68689.13369402256
1729987200000,9806.247864978292,71000.47802185864
1730073600000,9806.247864978292,71667.75307998175
1730160000000,9806.247864978292,72121.98248701736
1730246400000,9806.247864978292,70293.00567107751
1730332800000,9806.247864978292,67808.81298481194
1730419200000,9806.247864978292,66767.70310496926
1730505600000,9806.247864978292,66795.84120982987
1730592000000,9806.247864978292,65332.659757077985
1730678400000,9806.247864978292,63491.62375334072
1730764800000,9806.247864978292,66976.72902679096
1730851200000,9806.247864978292,75004.12837059732
1730937600000,9806.247864978292,78927.38413401994
1731024000000,9806.247864978292,80334.2893770506
1731110400000,9806.247864978292,80350.36829411381
1731196800000,9806.247864978292,84442.45268670013
1731283200000,9806.247864978292,89290.2461812572
1731369600000,9806.247864978292,85073.55018143103
1731456000000,9806.247864978292,86476.43569519588
1731542400000,9806.247864978292,84241.46622341004
1731628800000,9806.247864978292,87810.98581144211
